Product,Firm Name & Address,OM No & Date,Expiry Date,Remarks,phonenumber,address_line1,address_line2,city,state,postal_code
", 1100V Grade","M/s. Saini Insulated Cable Co., C/o Artiant Cables, No. 6, A.M. Lane, Chickpet, Bangalore–560053. Factory: M/s. Spring Weltex Cables, B-24, Industrial Area, Shahdara, Delhi–110095.",8027:30 Dtd:15.05.2023,16.05.2025,02 Year,,M/s. Saini Insulated Cable Co,C/o Artiant Cables,Delhi-110095,,560053
Ashirvad Cable brand.,"M/s. Saini Insulated Cable Co., C/o Artiant Cables, No. 6, A.M. Lane, Chickpet, Bangalore–560053. Factory: M/s. Spring Weltex Cables, B-24, Industrial Area, Shahdara, Delhi–110095.",8027:30 Dtd:15.05.2023,16.05.2025,02 Year,,M/s. Saini Insulated Cable Co,C/o Artiant Cables,Delhi-110095,,560053
"Double Pole TC Set for 25, 63, 100 & 250 KVA DTC's","M/s. Kausar Industries, #11, Narasipura Main Road, 3rd Cross, Madivala, Bangalore. Ph: 9880599663 / 9663959689",8017:11 Dtd:15.05.2023,16.05.2025,02 Year,9880599663 / 9663959689,M/s. Kausar Industries,#11,Bangalore.   /,,
DP Cross Arm,"M/s. Kausar Industries, #11, Narasipura Main Road, 3rd Cross, Madivala, Bangalore. Ph: 9880599663 / 9663959689",8017:11 Dtd:15.05.2023,16.05.2025,02 Year,9880599663 / 9663959689,M/s. Kausar Industries,#11,Bangalore.   /,,
11 kV DP Cross Arm support channels,"M/s. Kausar Industries, #11, Narasipura Main Road, 3rd Cross, Madivala, Bangalore. Ph: 9880599663 / 9663959689",8017:11 Dtd:15.05.2023,16.05.2025,02 Year,9880599663 / 9663959689,M/s. Kausar Industries,#11,Bangalore.   /,,
11 kV 100x29 mm Top Channel,"M/s. Kausar Industries, #11, Narasipura Main Road, 3rd Cross, Madivala, Bangalore. Ph: 9880599663 / 9663959689",8017:11 Dtd:15.05.2023,16.05.2025,02 Year,9880599663 / 9663959689,M/s. Kausar Industries,#11,Bangalore.   /,,
"HTST, special & pin cross arms (with pole clamps)","M/s. Kausar Industries, #11, Narasipura Main Road, 3rd Cross, Madivala, Bangalore. Ph: 9880599663 / 9663959689",8017:11 Dtd:15.05.2023,16.05.2025,02 Year,9880599663 / 9663959689,M/s. Kausar Industries,#11,Bangalore.   /,,
"HTST, special & pin cross arms (with pole clamps)","M/s. Kausar Industries, #11, Narasipura Main Road, 3rd Cross, Madivala, Bangalore. Ph: 9880599663 / 9663959689",8017:11 Dtd:15.05.2023,16.05.2025,02 Year,9880599663 / 9663959689,M/s. Kausar Industries,#11,Bangalore.   /,,
11 kV Guy set (without insulator),"M/s. Kausar Industries, #11, Narasipura Main Road, 3rd Cross, Madivala, Bangalore. Ph: 9880599663 / 9663959689",8017:11 Dtd:15.05.2023,16.05.2025,02 Year,9880599663 / 9663959689,M/s. Kausar Industries,#11,Bangalore.   /,,
"25 kVA, Aluminium wound CRGO Core, EL-2 / Star-1 Rated Distribution Transformer","M/s. Meghdoot Engineers, #408/1, M.V. Namja Industrial Layout, 2nd Main Road, Doddabommasandra, Vidyaranyapura, Bengaluru–560097. Ph: +91 9061127604",8053:53 Dtd:15.05.2023,16.05.2025,02 Year,+91 9061127604,M/s. Meghdoot Engineers,#408/1,Bengaluru-,,560097
"63 kVA, 100 kVA, 250 kVA (Star-","M/s. Meghdoot Engineers, #408/1, M.V. Namja Industrial Layout, 2nd Main Road, Doddabommasandra, Vidyaranyapura, Bengaluru–560097. Ph: +91 9061127604",8053:53 Dtd:15.05.2023,16.05.2025,02 Year,+91 9061127604,M/s. Meghdoot Engineers,#408/1,Bengaluru-,,560097
Rated Distribution Transformer,"M/s. Meghdoot Engineers, #408/1, M.V. Namja Industrial Layout, 2nd Main Road, Doddabommasandra, Vidyaranyapura, Bengaluru–560097. Ph: +91 9061127604",8053:53 Dtd:15.05.2023,16.05.2025,02 Year,+91 9061127604,M/s. Meghdoot Engineers,#408/1,Bengaluru-,,560097
11 kV VCB Panel,"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
11 kV VCB Indoor Type (Polymer End) type polymer,"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
11 kV DP Structure,"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
11 kV Pin Insulator (Polymer type),"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
33 kV Disc Insulator (Polymer type),"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
11 kV Post Insulator (Polymer type),"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
33 kV Disc Insulator 70 kN (Polymer),"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
33 kV Pin Insulator (Polymer),"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
11 kV Stay Insulator (70 kN),"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
LT Stay Insulator (Porcelain) 100x70 mm,"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
LT Stay Insulator (100x285 mm),"M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage, CT Road, near BSNL SDO Office, Nutpura, Kushinagar–274303 (U.P.)",318:6773 Dtd:18.10.2023,17.10.2025,02 Years,,M/s. Sun Krushna U.P. Kisan No. 1300 Mi Behide Sewerage,CT Road,Kushinagar- (U.P.),,274303
"Station Mounting Structures for CT/PT, LA, IPH, Isolator Mounting Structure etc.","M/s. Hitech Industries, Sy. No. 142, Arlikatti Village, Gokak Road, Hubli. Ph: 9449005553 / 9686900363",348:4727 Dtd:18.10.2023,17.10.2025,02 Years,9449005553 / 9686900363,M/s. Hitech Industries,Sy. No. 142,Hubli.   /,,
AAC 110 sq.mm ABC Cables,"M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547,M/s. Miracle Cable (India) Pvt. Ltd,#203,Kolhapur.   /,,400601
"PVC (Type A) Insulated FR-LSH PVC (Type ST) Inner Sheathed, Galvanized Steel Round wire Armoured & LSZH Outer Sheathed ABC Cable (Category","M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547,M/s. Miracle Cable (India) Pvt. Ltd,#203,Kolhapur.   /,,400601
6C x 25 sq.mm ABC (Category,"M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547,M/s. Miracle Cable (India) Pvt. Ltd,#203,Kolhapur.   /,,400601
3C x 25 sq.mm ABC (Category,"M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547,M/s. Miracle Cable (India) Pvt. Ltd,#203,Kolhapur.   /,,400601
PVC (Type A) Insulated FR-LSH PVC (Type ST) Inner Sheathed Galvanized Steel Round Wire Armoured & LSZH PVC (Type ST) Sheathed Cable 11 kV Grade Category 2.,"M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547,M/s. Miracle Cable (India) Pvt. Ltd,#203,Kolhapur.   /,,400601
LT Feeder Pillar Box,"M/s. ABS Controls, 80/12 B New Ayodh Nagar, Behind Kaveri Road, Hubli. Ph: 9900995591 / Dharwad: 9480925555",396:6063 Dtd:18.10.2023,17.10.2025,02 Years,9900995591 / 9480925555,M/s. ABS Controls,80/12 B New Ayodh Nagar,Hubli.   / Dharwad:,,
125/250 kVA Double Pole TC set,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
Single Pole TC set,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
11 kV DP-3 Set,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
"11 kV DP with HG Fuse, DP set","M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
LT AB Cable Clamps with GI wire rope and clamps,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
LT DP Box,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
LT DP Pipe with clamps,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
LT Disc & Strain Insulators,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
33 kV VCB set,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
11 kV Indoor VCB Units,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
LT Feeder Pillar Boxes,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
ACSR Conductor,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462,M/s. Ramachandra Engineers,Plot No. D-29,Hubballi-.   /,,580030
"25 kVA and 63 kVA Oil Cooled (Non-Sealed), Aluminium Wound, Star-1 rated (BEE-","M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270,M/s. DSR Enterprises,Plot No. 29,Chitradurga.   /,,
Distribution Transformers,"M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270,M/s. DSR Enterprises,Plot No. 29,Chitradurga.   /,,
"25 kVA, 100 kVA, 250 kVA and 500 kVA Oil Cooled (Non-Sealed), Aluminium Wound, Star-2 rated (BEE-","M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270,M/s. DSR Enterprises,Plot No. 29,Chitradurga.   /,,
Distribution Transformers,"M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270,M/s. DSR Enterprises,Plot No. 29,Chitradurga.   /,,
"33 kV Tower Parts with Nut and Bolts (M4+6 Tower parts (33 kV), M6+10 Tower parts (33 kV), M9+12 Tower parts (33 kV))","M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270,M/s. DSR Enterprises,Plot No. 29,Chitradurga.   /,,
"25 kVA and 63 kVA Oil Cooled (Non-Sealed), Aluminium Wound, Star-1 rated (BEE-","M/s. Neelathree Enterprises, Kougera Halli, Daddambi, Shidlaghatta–Post, Chikkaballapur Dist. Ph: 9663508600 / 9448723909",3992:275 Dtd:18.10.2023,17.10.2025,02 Years,9663508600 / 9448723909,M/s. Neelathree Enterprises,Kougera Halli,Chikkaballapur Dist.   /,,
Distribution Transformers,"M/s. Neelathree Enterprises, Kougera Halli, Daddambi, Shidlaghatta–Post, Chikkaballapur Dist. Ph: 9663508600 / 9448723909",3992:275 Dtd:18.10.2023,17.10.2025,02 Years,9663508600 / 9448723909,M/s. Neelathree Enterprises,Kougera Halli,Chikkaballapur Dist.   /,,
"25 kVA, 100 kVA, 250 kVA and 500 kVA Oil Cooled (Non-Sealed), Aluminium Wound, Star-2 rated (BEE-","M/s. Neelathree Enterprises, Kougera Halli, Daddambi, Shidlaghatta–Post, Chikkaballapur Dist. Ph: 9663508600 / 9448723909",3992:275 Dtd:18.10.2023,17.10.2025,02 Years,9663508600 / 9448723909,M/s. Neelathree Enterprises,Kougera Halli,Chikkaballapur Dist.   /,,
Distribution Transformers,"M/s. Neelathree Enterprises, Kougera Halli, Daddambi, Shidlaghatta–Post, Chikkaballapur Dist. Ph: 9663508600 / 9448723909",3992:275 Dtd:18.10.2023,17.10.2025,02 Years,9663508600 / 9448723909,M/s. Neelathree Enterprises,Kougera Halli,Chikkaballapur Dist.   /,,
11 Mtr 500 kg. Spun Poles,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059,M/s. Govardhan Industries,Block No.1,Bangalore-.   /,,560013
11 Mtr PSC Poles 5/8 kN W/L,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059,M/s. Govardhan Industries,Block No.1,Bangalore-.   /,,560013
11 Mtr PSC Poles 8/10 kN W/L,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059,M/s. Govardhan Industries,Block No.1,Bangalore-.   /,,560013
Pole Top with GI Frame,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059,M/s. Govardhan Industries,Block No.1,Bangalore-.   /,,560013
Pole clamps,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059,M/s. Govardhan Industries,Block No.1,Bangalore-.   /,,560013
Stay Set complete,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059,M/s. Govardhan Industries,Block No.1,Bangalore-.   /,,560013
25 mm² ACSR Conductor (Dog) & 20 mm² ACSR Conductor (Coyote),"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059,M/s. Govardhan Industries,Block No.1,Bangalore-.   /,,560013
RCC 9 Mtr Poles 1/4.5 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644,M/s. Suresh Concrete Industries,Tavaregiri Sy. No. 151/2B,Dist: Belagavi-,,591102
RCC 9 Mtr Poles 6 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644,M/s. Suresh Concrete Industries,Tavaregiri Sy. No. 151/2B,Dist: Belagavi-,,591102
RCC 9 Mtr Poles 8 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644,M/s. Suresh Concrete Industries,Tavaregiri Sy. No. 151/2B,Dist: Belagavi-,,591102
RCC 11 Mtr Poles 8 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644,M/s. Suresh Concrete Industries,Tavaregiri Sy. No. 151/2B,Dist: Belagavi-,,591102
PSC 8 Mtr Poles 4.0 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644,M/s. Suresh Concrete Industries,Tavaregiri Sy. No. 151/2B,Dist: Belagavi-,,591102
11 kV 3 Core × 16 sqmm + 1 × 25 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331,M/s. Sharni Insulated Cable Co,B-24/1,Delhi-,,110095
11 kV Core × 25 sqmm + 1 × 35 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331,M/s. Sharni Insulated Cable Co,B-24/1,Delhi-,,110095
11 kV 3 Core × 35 sqmm + 1 × 50 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331,M/s. Sharni Insulated Cable Co,B-24/1,Delhi-,,110095
11 kV Core × 50 sqmm + 1 × 70 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331,M/s. Sharni Insulated Cable Co,B-24/1,Delhi-,,110095
11 kV Core × 95 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331,M/s. Sharni Insulated Cable Co,B-24/1,Delhi-,,110095
PSCC 11 Mtr Spun Pole 5/8 kN W/L,"M/s. Hi-Power Systems Limited, SNo. 456, 457, Yadwad Comp, Mudhol, Bagalkot District. Ph: 9686907535",34988:91 Dtd:18.10.2023,17.10.2025,02 Years,9686907535,M/s. Hi-Power Systems Limited,SNo. 456,Bagalkot District,,
PSCC 11 Mtr Spun Pole 6/8 kN W/L,"M/s. Hi-Power Systems Limited, SNo. 456, 457, Yadwad Comp, Mudhol, Bagalkot District. Ph: 9686907535",34988:91 Dtd:18.10.2023,17.10.2025,02 Years,9686907535,M/s. Hi-Power Systems Limited,SNo. 456,Bagalkot District,,
