Product,Firm Name & Address,OM No & Date,Expiry Date,Remarks,phonenumber
33kV Metering Cubicle,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV Isolator Structure,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV DP Structure,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV VCB Panel with CT/PT Units,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV Metering Cubicle with CT/PT Units,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
PSC Pole 9 Mtr 200 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,
PSC Pole 9 Mtr 300 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,
RCC Pole 9 Mtr 200 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,
RCC Pole 9 Mtr 300 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,
RCC Pole 9 Mtr 415 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,
RCC Pole 9 Mtr 535 Kg W/L,"M/s. Navabharath Construction Co. Pvt. Ltd., Plot No. 5, 2nd Floor, 1st Main Road, Vasanth Nagar, Bangalore-560052",5334-42 Dtd: 31.01.2024,30.01.2026,02 Years,
11kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
11kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
11kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
11kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
11kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
11kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
33kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
33kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
33kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
33kV CT/PT Units,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
33kV Metering Cubicle,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
33kV Isolator Structure,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
33kV DP Structure,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",,,,9845040596
8 Mtr RCC Poles 115 Rs. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr RCC Poles 145 Rs. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr RCC Poles 300 Kg. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 200 Kg. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 300 Kg. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 400 Kg. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 500 Kg. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 600 Kg. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 800 Kg. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 1000 Kg. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 1200 Kg. V/L,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
Pin & Disc & Pin X Arms,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
Double TCC Sets Pole Clamp Sets,"M/s. Mahesh Fabric, #10-A Industrial Estate NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2944-47 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
8 Mtr RCC Poles 115 Rs. V/L,"M/s. Malu Engineering Metal Works, D-7 Industrial Estate, NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2916-19 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr RCC Poles 145 Rs. V/L,"M/s. Malu Engineering Metal Works, D-7 Industrial Estate, NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2916-19 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr RCC Poles 300 Kg. V/L,"M/s. Malu Engineering Metal Works, D-7 Industrial Estate, NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2916-19 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 200 Kg. V/L,"M/s. Malu Engineering Metal Works, D-7 Industrial Estate, NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2916-19 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 300 Kg. V/L,"M/s. Malu Engineering Metal Works, D-7 Industrial Estate, NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2916-19 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 400 Kg. V/L,"M/s. Malu Engineering Metal Works, D-7 Industrial Estate, NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2916-19 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 500 Kg. V/L,"M/s. Malu Engineering Metal Works, D-7 Industrial Estate, NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2916-19 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 600 Kg. V/L,"M/s. Malu Engineering Metal Works, D-7 Industrial Estate, NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2916-19 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
9 Mtr PSCC Poles 800 Kg. V/L,"M/s. Malu Engineering Metal Works, D-7 Industrial Estate, NSK Mill road Gulbarga-585102. Ph: 9845722270",I/2916-19 Dtd: 12.06.2024,11.06.2026,02 Years,9845722270
8 Mtr RCC Poles 115 Rs. V/L,"M/s. Malu Industries, Plot:102, KIADB Industrial Area Opp. Lokesh, Shahabad Ph: 9448489777, 9945221777",I/2922-25 Dtd: 12.06.2024,11.06.2026,02 Years,9448489777 / 9945221777
9 Mtr RCC Poles 145 Rs. V/L,"M/s. Malu Industries, Plot:102, KIADB Industrial Area Opp. Lokesh, Shahabad Ph: 9448489777, 9945221777",I/2922-25 Dtd: 12.06.2024,11.06.2026,02 Years,9448489777 / 9945221777
9 Mtr RCC Poles 300 Kg. V/L,"M/s. Malu Industries, Plot:102, KIADB Industrial Area Opp. Lokesh, Shahabad Ph: 9448489777, 9945221777",I/2922-25 Dtd: 12.06.2024,11.06.2026,02 Years,9448489777 / 9945221777
9 Mtr PSCC Poles 200 Kg. V/L,"M/s. Malu Industries, Plot:102, KIADB Industrial Area Opp. Lokesh, Shahabad Ph: 9448489777, 9945221777",I/2922-25 Dtd: 12.06.2024,11.06.2026,02 Years,9448489777 / 9945221777
9 Mtr PSCC Poles 300 Kg. V/L,"M/s. Malu Industries, Plot:102, KIADB Industrial Area Opp. Lokesh, Shahabad Ph: 9448489777, 9945221777",I/2922-25 Dtd: 12.06.2024,11.06.2026,02 Years,9448489777 / 9945221777
9 Mtr PSCC Poles 400 Kg. V/L,"M/s. Malu Industries, Plot:102, KIADB Industrial Area Opp. Lokesh, Shahabad Ph: 9448489777, 9945221777",I/2922-25 Dtd: 12.06.2024,11.06.2026,02 Years,9448489777 / 9945221777
9 Mtr PSCC Poles 500 Kg. V/L,"M/s. Malu Industries, Plot:102, KIADB Industrial Area Opp. Lokesh, Shahabad Ph: 9448489777, 9945221777",I/2922-25 Dtd: 12.06.2024,11.06.2026,02 Years,9448489777 / 9945221777
9 Mtr PSCC Poles 600 Kg. V/L,"M/s. Malu Industries, Plot:102, KIADB Industrial Area Opp. Lokesh, Shahabad Ph: 9448489777, 9945221777",I/2922-25 Dtd: 12.06.2024,11.06.2026,02 Years,9448489777 / 9945221777
Heat Shrinkable Kits for Power Cables,"M/s. Kaveri Electricals, Plot No. 21, Basava Complex, Large Road, Fort Road, Raichur-584101 Ph: 0857-5237407, 9880575430",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,857-5237407 / 9880575430
A1.C.S. Base clamps & connectors,"M/s. Kaveri Electricals, Plot No. 21, Basava Complex, Large Road, Fort Road, Raichur-584101 Ph: 0857-5237407, 9880575430",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,857-5237407 / 9880575430
Earthing Electrode,"M/s. Kaveri Electricals, Plot No. 21, Basava Complex, Large Road, Fort Road, Raichur-584101 Ph: 0857-5237407, 9880575430",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,857-5237407 / 9880575430
Maintenance Free Earthing Electrode,"M/s. Kaveri Electricals, Plot No. 21, Basava Complex, Large Road, Fort Road, Raichur-584101 Ph: 0857-5237407, 9880575430",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,857-5237407 / 9880575430
"a) 11 KV XLPE Insulated Cables: 3CX240 sq.mm, 3CX300 sq.mm, 3CX400 sq.mm, 3CX500 sq.mm b) 1.1 KV XLPE Insulated Aerial Bunch Cables: 3CX95 sq.mm, 3CX120 sq.mm c) 1.1 KV XLPE Insulated LT Cables: 3.5CX95 sq.mm, 3.5CX120 sq.mm, 3.5CX150 sq.mm, 3.5CX185 sq.mm, 3.5CX240 sq.mm, 3.5CX300 sq.mm, 3.5CX400 sq.mm, 3.5CX500 sq.mm d) 1.1 KV XLPE Insulated LT Cables: 4CX10 sq.mm, 4CX16 sq.mm, 4CX25 sq.mm, 4CX35 sq.mm, 4CX50 sq.mm, 4CX70 sq.mm, 4CX95 sq.mm, 4CX120 sq.mm, 4CX150 sq.mm, 4CX185 sq.mm, 4CX240 sq.mm, 4CX300 sq.mm, 4CX400 sq.mm, 4CX500 sq.mm e) 1.1 KV XLPE Insulated LT PVC Cable: 4CX10 sq.mm","M/s. Polycab India Limited, Unit-4, Plot No.1, Vadodara Road, Village: Virpur, Taluka: Vadodara, District: Vadodara-391243 Ph: 02676-272200/296627700 & 9606052802",12929-31 Dtd: 12.06.2024,11.06.2026,02 Years,676-272200 / 296627700 / 9606052802
"25 KVA, 63 KVA, and 100 KVA EEL-4 Star rated Distribution Transformers","Modernik, Temple Road, Mothokhelli Forest Gate, Magadi Road, Bangalore-560091 Ph: 080-41465566, 9886005388",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,080-41465566 / 9886005388
"25 KVA, 63 KVA, 100 KVA, 250 KVA, and 500 KVA EEL-2.0 Star rated Distribution Transformers","Modernik, Temple Road, Mothokhelli Forest Gate, Magadi Road, Bangalore-560091 Ph: 080-41465566, 9886005388",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,080-41465566 / 9886005388
Heat Shrinkable Kits for Power Cables,"M/s. Kaveri Electricals, Plot No. 7, CFCW, Formed Road, GESCOM, Lalgeri Road, Ph: 8050573407, 8880575430",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,8050573407 / 8880575430
A.I. Crimping Lugs & Inline Connectors,"M/s. Kaveri Electricals, Plot No. 7, CFCW, Formed Road, GESCOM, Lalgeri Road, Ph: 8050573407, 8880575430",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,8050573407 / 8880575430
GI Base Channel & Clamps,"M/s. Kaveri Electricals, Plot No. 7, CFCW, Formed Road, GESCOM, Lalgeri Road, Ph: 8050573407, 8880575430",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,8050573407 / 8880575430
Maintenance Free Earthing Electrode,"M/s. Kaveri Electricals, Plot No. 7, CFCW, Formed Road, GESCOM, Lalgeri Road, Ph: 8050573407, 8880575430",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,8050573407 / 8880575430
"D) 11 KV XLPE Insulated Cables: 3CX240 sq.mm, 3.5CX240 sq.mm, 3CX300 sq.mm, 3.5CX300 sq.mm, 3CX400 sq.mm, 3.5CX400 sq.mm, 3CX500 sq.mm, 3.5CX500 sq.mm, 3CX630 sq.mm, 3.5CX630 sq.mm, 3CX800 sq.mm, 3.5CX800 sq.mm, 3CX1000 sq.mm, 3.5CX1000 sq.mm, 3CX1200 sq.mm, 3.5CX1200 sq.mm","M/s. Polycab India Limited, Unit-4, Plot No.1, Vadodara Road, Vithalpur, Halol - Vadodara Road, Gujarat-389350 Ph: 02676-272200/22627700 & 606052802",12929-31 Dtd: 12.06.2024,11.06.2026,02 Years,676-272200 / 22627700 / 606052802
E) 1.1 KV XLPE Insulated Aerial Bunched Cable: 3CX35 sq.mm to 3CX1200 sq.mm,"M/s. Polycab India Limited, Unit-4, Plot No.1, Vadodara Road, Vithalpur, Halol - Vadodara Road, Gujarat-389350 Ph: 02676-272200/22627700 & 606052802",12929-31 Dtd: 12.06.2024,11.06.2026,02 Years,676-272200 / 22627700 / 606052802
F) 1.1 KV XLPE Insulated Cables: 3CX25 sq.mm to 3CX1200 sq.mm,"M/s. Polycab India Limited, Unit-4, Plot No.1, Vadodara Road, Vithalpur, Halol - Vadodara Road, Gujarat-389350 Ph: 02676-272200/22627700 & 606052802",12929-31 Dtd: 12.06.2024,11.06.2026,02 Years,676-272200 / 22627700 / 606052802
G) 1.1 KV FRLS PVC Cable: 4CX10 sq.mm to 4CX1200 sq.mm,"M/s. Polycab India Limited, Unit-4, Plot No.1, Vadodara Road, Vithalpur, Halol - Vadodara Road, Gujarat-389350 Ph: 02676-272200/22627700 & 606052802",12929-31 Dtd: 12.06.2024,11.06.2026,02 Years,676-272200 / 22627700 / 606052802
"25 KVA, 63 KVA, and 100 KVA EEL-4 Star rated Distribution Transformers","Modernik, Temple Road, Mothokhelli Forest Gate, Mangalore Road, Bangalore-560091 Ph: 9448045566, 9880650388",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,9448045566 / 9880650388
"25 KVA, 63 KVA, 100 KVA, 250 KVA - EEL-2.0 Star rated Distribution Transformers","Modernik, Temple Road, Mothokhelli Forest Gate, Mangalore Road, Bangalore-560091 Ph: 9448045566, 9880650388",12965-59 Dtd: 12.06.2024,11.06.2026,02 Years,9448045566 / 9880650388
"100KVA, 3 Phase Non-Sealed Type Aluminium Wound CRGO core, ONAN, EEI-2, Star Rated Distribution Transformer","M/s. Sainath Concare Products, Sy. No: 53, Buranahalli Industrial Area, Basavan Bagewadi Taluk, Dist: Vijayapur. Ph: 9171654542 / 9901440029",P9061-64 Dtd: 21.05.2024,20.05.2026,02 Years,9171654542 / 9901440029
Pole Clamps,"M/s. Sandhu Power Products, R.S. No. 406/B, Plot No. 12, 20B, Industrial Estate, Nigadi, Pune-411044 (Maharashtra). Ph: 08372-297566 / Mob: 9740407566",P3064-67 Dtd: 12.06.2024,11.06.2026,02 Years,372-297566 / 9740407566
HT/LT Cross Arms,"M/s. Sandhu Power Products, R.S. No. 406/B, Plot No. 12, 20B, Industrial Estate, Nigadi, Pune-411044 (Maharashtra). Ph: 08372-297566 / Mob: 9740407566",P3064-67 Dtd: 12.06.2024,11.06.2026,02 Years,372-297566 / 9740407566
Top Support,"M/s. Sandhu Power Products, R.S. No. 406/B, Plot No. 12, 20B, Industrial Estate, Nigadi, Pune-411044 (Maharashtra). Ph: 08372-297566 / Mob: 9740407566",P3064-67 Dtd: 12.06.2024,11.06.2026,02 Years,372-297566 / 9740407566
Stay Set,"M/s. Sandhu Power Products, R.S. No. 406/B, Plot No. 12, 20B, Industrial Estate, Nigadi, Pune-411044 (Maharashtra). Ph: 08372-297566 / Mob: 9740407566",P3064-67 Dtd: 12.06.2024,11.06.2026,02 Years,372-297566 / 9740407566
DD Structure,"M/s. Sandhu Power Products, R.S. No. 406/B, Plot No. 12, 20B, Industrial Estate, Nigadi, Pune-411044 (Maharashtra). Ph: 08372-297566 / Mob: 9740407566",P3064-67 Dtd: 12.06.2024,11.06.2026,02 Years,372-297566 / 9740407566
LT & CT DB Box,"M/s. Sandhu Power Products, R.S. No. 406/B, Plot No. 12, 20B, Industrial Estate, Nigadi, Pune-411044 (Maharashtra). Ph: 08372-297566 / Mob: 9740407566",P3064-67 Dtd: 12.06.2024,11.06.2026,02 Years,372-297566 / 9740407566
Street Light Control Box,"M/s. Sandhu Power Products, R.S. No. 406/B, Plot No. 12, 20B, Industrial Estate, Nigadi, Pune-411044 (Maharashtra). Ph: 08372-297566 / Mob: 9740407566",P3064-67 Dtd: 12.06.2024,11.06.2026,02 Years,372-297566 / 9740407566
ACSR Weasel Conductor,"M/s. Sainath Conductor Pvt. Ltd., No: 4A, KSSIDC Industrial Estate, Hoskote Taluk, Bengaluru Rural District. Ph: 9880833112",P12888-91 Dtd: 12.06.2024,11.06.2026,02 Years,9880833112
ACSR Rabbit Conductor,"M/s. Sainath Conductor Pvt. Ltd., No: 4A, KSSIDC Industrial Estate, Hoskote Taluk, Bengaluru Rural District. Ph: 9880833112",P12888-91 Dtd: 12.06.2024,11.06.2026,02 Years,9880833112
ACSR Dog Conductor,"M/s. Sainath Conductor Pvt. Ltd., No: 4A, KSSIDC Industrial Estate, Hoskote Taluk, Bengaluru Rural District. Ph: 9880833112",P12888-91 Dtd: 12.06.2024,11.06.2026,02 Years,9880833112
33kV Outdoor Type Oil Cooled CT's,"M/s. Supreme Power Equipments Pvt. Ltd., D-40 & D-25/A, Phase-I, IDA, Jeedimetla Hyderabad-500055. Ph: 040-23093234",12048-51 Dtd: 12.06.2024,11.06.2026,02 Years,040-23093234
ACSR Rabbit Conductor,"M/s. Uni Power Transmission (Mysore) Pvt. Ltd., #33, 2nd cross, Industrial ‘B’ layout, Bannimantap, Mysore-570015. Ph: 0821-2493900, 2493901, 2493902",12048-51 Dtd: 12.06.2024,11.06.2026,02 Years,821-2493900
ACSR Weasel Conductor,"M/s. Uni Power Transmission (Mysore) Pvt. Ltd., #33, 2nd cross, Industrial ‘B’ layout, Bannimantap, Mysore-570015. Ph: 0821-2493900, 2493901, 2493902",12048-51 Dtd: 12.06.2024,11.06.2026,02 Years,821-2493900
"ACSR, Coyote Conductor","M/s. Uni Power Transmission (Mysore) Pvt. Ltd., #33, 2nd cross, Industrial ‘B’ layout, Bannimantap, Mysore-570015. Ph: 0821-2493900, 2493901, 2493902",12048-51 Dtd: 12.06.2024,11.06.2026,02 Years,821-2493900
"25kVA, 63kVA, 100kVA and 250kVA, EL1.4 (4-star rated) Aluminium wound CRGO core, ONA cooled Distribution Transformer","M/s. Vijay Electricals, No.19, Prasad Exotica, Indira estate, Alagappa Layout, Near Nehru Nagar, Belgaum-590010. Ph: 0831-2460007",12060-63 Dtd: 12.06.2024,11.06.2026,02 Years,831-2460007
"25kVA, 100kVA, 250kVA, ONA cooled EL1.4 (4-star rated) Aluminium wound CRGO core, ONA cooled Distribution Transformer","M/s. Vijay Electricals, No.19, Prasad Exotica, Indira estate, Alagappa Layout, Near Nehru Nagar, Belgaum-590010. Ph: 0831-2460007",12060-63 Dtd: 12.06.2024,11.06.2026,02 Years,831-2460007
"25kVA, 63kVA, 100kVA, 250kVA, EL1.2/1.5 (3-star rated) Copper wound CRGO core, ONA cooled Distribution Transformer","M/s. Vijay Electricals, No.19, Prasad Exotica, Indira estate, Alagappa Layout, Near Nehru Nagar, Belgaum-590010. Ph: 0831-2460007",12060-63 Dtd: 12.06.2024,11.06.2026,02 Years,831-2460007
M+3 Towers (33kV),"M/s. Vinayak Fabrication, Plot No. 177/A, Phase-I, Sector-III, Ind. Area, GIDC, Gandhidham-370201. Ph: 9909077021",12008-11 Dtd: 12.06.2024,11.06.2026,02 Years,9909077021
M+6 Towers (33kV),"M/s. Vinayak Fabrication, Plot No. 177/A, Phase-I, Sector-III, Ind. Area, GIDC, Gandhidham-370201. Ph: 9909077021",12008-11 Dtd: 12.06.2024,11.06.2026,02 Years,9909077021
M+9 Towers (33kV),"M/s. Vinayak Fabrication, Plot No. 177/A, Phase-I, Sector-III, Ind. Area, GIDC, Gandhidham-370201. Ph: 9909077021",12008-11 Dtd: 12.06.2024,11.06.2026,02 Years,9909077021
M+12 Towers (33kV),"M/s. Vinayak Fabrication, Plot No. 177/A, Phase-I, Sector-III, Ind. Area, GIDC, Gandhidham-370201. Ph: 9909077021",12008-11 Dtd: 12.06.2024,11.06.2026,02 Years,9909077021
9 Mtr RCC poles 0.15 Kg W/L,"M/s. Aditya Pre-Stress, First Floor, Vaishnavi Tower, Super Market, Gulbarga. Ph: 9845353444",311394-43 Dtd: 11.09.2024,10.09.2026,02 Years,9845353444
9 Mtr RCC poles 0.20 Kg W/L,"M/s. Aditya Pre-Stress, First Floor, Vaishnavi Tower, Super Market, Gulbarga. Ph: 9845353444",311394-43 Dtd: 11.09.2024,10.09.2026,02 Years,9845353444
9 Mtr PSC poles 0.20 Kg W/L,"M/s. Aditya Pre-Stress, First Floor, Vaishnavi Tower, Super Market, Gulbarga. Ph: 9845353444",311394-43 Dtd: 11.09.2024,10.09.2026,02 Years,9845353444
9 Mtr PSC poles 0.30 Kg W/L,"M/s. Aditya Pre-Stress, First Floor, Vaishnavi Tower, Super Market, Gulbarga. Ph: 9845353444",311394-43 Dtd: 11.09.2024,10.09.2026,02 Years,9845353444
9 Mtr RCC poles 0.30 Kg W/L,"M/s. Aditya Pre-Stress, First Floor, Vaishnavi Tower, Super Market, Gulbarga. Ph: 9845353444",311394-43 Dtd: 11.09.2024,10.09.2026,02 Years,9845353444
"25kVA, 63kVA, 100kVA and 250kVA Star-1 rated (EE-","M/s. Aryan Industries, Plot No. R-02, R-12, KSSIDC Limited Industrial Estate, Gokul Road, Camp, Sindhumur. 585104",502518 Dtd: 31.12.2024,29.12.2026,02 Years,
and Star-2 rated (EE-,"M/s. Aryan Industries, Plot No. R-02, R-12, KSSIDC Limited Industrial Estate, Gokul Road, Camp, Sindhumur. 585104",502518 Dtd: 31.12.2024,29.12.2026,02 Years,
